YEAR,MO,DY,HR,GHI,DNI,Tamb,PS,PSC,Vwind
2024,4,3,23,0,0,25.87,98.38,100.79,3.54
2024,4,4,0,0,0,25.2,98.34,100.75,3.69
2024,4,4,1,0,0,24.59,98.29,100.71,3.88
2024,4,4,2,0,0,24.02,98.25,100.68,4.05
2024,4,4,3,0,0,23.58,98.23,100.66,4.22
2024,4,4,4,0,0,23.14,98.25,100.69,4.25
2024,4,4,5,0,0,22.75,98.31,100.75,4.1
2024,4,4,6,49.58,5.54,23.69,98.38,100.81,3.7
2024,4,4,7,202.45,95.84,25.97,98.46,100.88,2.95
2024,4,4,8,402.25,242.01,29.51,98.53,100.92,2.91
2024,4,4,9,514.83,209.51,33.59,98.56,100.92,2.98
2024,4,4,10,594.75,123.8,35.96,98.54,100.88,3.03
2024,4,4,11,602.88,54.77,37.35,98.48,100.8,3.18
2024,4,4,12,445.83,15.9,37.97,98.39,100.71,3.46
2024,4,4,13,384.73,10.18,38.25,98.31,100.62,3.87
2024,4,4,14,356.58,4.2,37.66,98.24,100.56,4.19
2024,4,4,15,298.67,32.8,36.71,98.21,100.54,4.41
2024,4,4,16,171.77,6.8,35.99,98.21,100.54,4.46
2024,4,4,17,63.38,0.95,34.83,98.25,100.58,4.51
2024,4,4,18,2.58,0,32.31,98.29,100.65,5.03
2024,4,4,19,0,0,31.57,98.36,100.73,5.55
2024,4,4,20,0,0,30.81,98.44,100.81,5.56
2024,4,4,21,0,0,29.73,98.49,100.87,4.91
2024,4,4,22,0,0,28.77,98.51,100.9,4.59
2024,4,4,23,0,0,28.21,98.5,100.9,4.66
2024,4,5,0,0,0,27.74,98.46,100.86,4.81
2024,4,5,1,0,0,27.25,98.39,100.79,4.76
2024,4,5,2,0,0,26.62,98.34,100.74,4.63
2024,4,5,3,0,0,26.3,98.33,100.74,4.64
2024,4,5,4,0,0,26,98.37,100.78,4.14
2024,4,5,5,0,0,25.35,98.42,100.84,3.37
2024,4,5,6,40.78,0.72,25.66,98.49,100.91,2.67
2024,4,5,7,151.8,11.33,27.44,98.57,100.98,1.66
2024,4,5,8,304.95,41.08,29.46,98.63,101.02,0.41
2024,4,5,9,439.98,75.46,31.26,98.64,101.01,0.38
2024,4,5,10,392.7,0.97,33.19,98.61,100.97,0.48
2024,4,5,11,585.67,54.5,34.93,98.53,100.88,0.77
2024,4,5,12,342.55,0.79,36.2,98.42,100.75,1.1
2024,4,5,13,444.25,34.81,36.98,98.3,100.62,1.64
2024,4,5,14,444.98,136.15,37.47,98.2,100.52,2.18
2024,4,5,15,280.3,54.76,37.33,98.15,100.46,2.32
2024,4,5,16,161.88,15.19,36.53,98.13,100.46,2.2
2024,4,5,17,66.72,2.13,34.9,98.17,100.51,1.74
2024,4,5,18,2.22,0,32.01,98.23,100.59,1.42
2024,4,5,19,0,0,31.13,98.3,100.67,2.03
2024,4,5,20,0,0,30.05,98.37,100.75,2.93
2024,4,5,21,0,0,28.61,98.42,100.82,3.45
2024,4,5,22,0,0,27.75,98.43,100.83,3.36
2024,4,5,23,0,0,26.77,98.41,100.82,3.1
2024,4,6,0,0,0,25.71,98.37,100.79,2.92
2024,4,6,1,0,0,24.9,98.33,100.75,2.77
2024,4,6,2,0,0,24.26,98.31,100.73,2.51
2024,4,6,3,0,0,23.9,98.31,100.74,2.17
2024,4,6,4,0,0,23.58,98.33,100.77,1.82
2024,4,6,5,0,0,22.92,98.39,100.83,1.59
2024,4,6,6,48.45,11.69,23.62,98.46,100.89,1.57
2024,4,6,7,197.12,124.39,26.22,98.53,100.95,1.11
2024,4,6,8,385.58,278.95,30.63,98.57,100.95,0.81
2024,4,6,9,578.4,432.31,33.25,98.57,100.93,1.3
2024,4,6,10,738.9,501.15,34.99,98.53,100.87,1.29
2024,4,6,11,847.6,566.05,36.44,98.45,100.78,1.17
2024,4,6,12,960.83,828.39,37.37,98.35,100.67,1.05
2024,4,6,13,881.92,708.22,37.89,98.25,100.56,1.05
2024,4,6,14,728.7,644.44,37.97,98.15,100.47,1.15
2024,4,6,15,525.47,477.04,37.57,98.09,100.4,1.32
2024,4,6,16,281.15,380.07,36.7,98.08,100.4,1.48
2024,4,6,17,95.15,155.51,35.21,98.1,100.44,1.66
2024,4,6,18,3.9,1.25,32.05,98.17,100.52,2
2024,4,6,19,0,0,30.93,98.24,100.61,2.3
2024,4,6,20,0,0,30.04,98.31,100.68,2.54
2024,4,6,21,0,0,29.02,98.35,100.74,2.84
2024,4,6,22,0,0,28.05,98.36,100.75,3.14
2024,4,6,23,0,0,27.16,98.34,100.75,3.26
2024,4,7,0,0,0,26.4,98.33,100.74,3.27
2024,4,7,1,0,0,25.68,98.31,100.73,3.28
2024,4,7,2,0,0,25.01,98.3,100.72,3.47
2024,4,7,3,0,0,24.44,98.31,100.73,3.92
2024,4,7,4,0,0,24,98.33,100.76,4.39
2024,4,7,5,0,0,23.6,98.39,100.82,4.79
2024,4,7,6,58.9,96.25,24.69,98.44,100.87,4.81
2024,4,7,7,241.55,360.4,27.43,98.51,100.91,3.91
2024,4,7,8,435.2,561.38,32.37,98.55,100.91,3.81
2024,4,7,9,632.1,657.46,36.06,98.56,100.89,3.26
2024,4,7,10,798.58,708.46,37.6,98.51,100.84,2.46
2024,4,7,11,916.38,783.16,38.64,98.44,100.76,1.83
2024,4,7,12,980.9,849.52,39.26,98.33,100.64,1.36
2024,4,7,13,908.67,824.59,39.55,98.23,100.53,1.14
2024,4,7,14,782.58,793.2,39.47,98.13,100.43,1.27
2024,4,7,15,580,657.01,38.99,98.07,100.38,1.64
2024,4,7,16,343.2,440.53,38.07,98.07,100.38,2.03
2024,4,7,17,116.75,181.86,36.27,98.09,100.42,2.46
2024,4,7,18,4.65,0.83,31.93,98.16,100.51,3.16
2024,4,7,19,0,0,30.43,98.24,100.61,3.73
2024,4,7,20,0,0,29.58,98.32,100.7,4.04
2024,4,7,21,0,0,28.68,98.37,100.75,4.18
2024,4,7,22,0,0,27.85,98.38,100.77,4.23
2024,4,7,23,0,0,26.97,98.36,100.76,4.18
2024,4,8,0,0,0,26.15,98.34,100.75,4.01
2024,4,8,1,0,0,25.48,98.31,100.73,3.84
2024,4,8,2,0,0,24.84,98.29,100.71,3.78
2024,4,8,3,0,0,23.97,98.28,100.71,3.88
2024,4,8,4,0,0,23.26,98.3,100.74,3.97
2024,4,8,5,0,0,22.76,98.36,100.8,4.06
2024,4,8,6,64.43,56.68,24.49,98.44,100.87,4.12
2024,4,8,7,237.48,248.63,28.52,98.53,100.92,3.4
2024,4,8,8,456.02,412.58,33.1,98.59,100.95,2.33
2024,4,8,9,660.6,622.91,37.58,98.59,100.92,1.23
2024,4,8,10,823.67,689.08,39.04,98.56,100.88,0.98
2024,4,8,11,930.1,721.97,40.06,98.5,100.81,0.96
2024,4,8,12,986.83,874.31,40.71,98.42,100.72,1
2024,4,8,13,909.72,813.49,41.02,98.32,100.61,1.04
2024,4,8,14,788.97,808.05,40.87,98.24,100.53,1.09
2024,4,8,15,598.33,734.87,40.34,98.19,100.48,1.21
2024,4,8,16,357.35,491.47,39.37,98.18,100.48,1.42
2024,4,8,17,123.78,179.06,37.23,98.2,100.52,1.75
2024,4,8,18,5,1.77,33.6,98.24,100.59,2.28
2024,4,8,19,0,0,32.44,98.3,100.65,2.51
2024,4,8,20,0,0,31.7,98.34,100.71,2.42
2024,4,8,21,0,0,30.89,98.38,100.76,2.29
2024,4,8,22,0,0,30.19,98.4,100.78,1.8
2024,4,8,23,0,0,30.02,98.39,100.77,1.1
2024,4,9,0,0,0,29.06,98.35,100.74,0.86
2024,4,9,1,0,0,28.23,98.32,100.71,1.01
2024,4,9,2,0,0,27.51,98.28,100.67,1.21
2024,4,9,3,0,0,26.94,98.27,100.67,1.32
2024,4,9,4,0,0,26.48,98.3,100.71,1.31
2024,4,9,5,0,0,25.94,98.34,100.75,1.36
2024,4,9,6,64.32,12.95,25.97,98.41,100.82,1.82
2024,4,9,7,221.62,77.24,28.25,98.47,100.87,2.02
2024,4,9,8,414.1,221.36,31.81,98.52,100.89,2.55
2024,4,9,9,624.5,290.45,36.08,98.52,100.86,2.98
2024,4,9,10,762.42,440.59,38.63,98.5,100.81,2.69
2024,4,9,11,881.03,565.96,40.25,98.45,100.75,2.54
2024,4,9,12,862.67,473.39,41.04,98.36,100.66,2.56
2024,4,9,13,750.2,434.19,41.32,98.27,100.56,2.59
2024,4,9,14,552.05,301.84,41.16,98.2,100.49,2.59
2024,4,9,15,393.33,184.21,40.54,98.16,100.45,2.45
2024,4,9,16,224.68,68.24,39.62,98.15,100.45,2.26
2024,4,9,17,89.28,14.62,37.43,98.19,100.51,2.33
2024,4,9,18,4.72,0,34.1,98.25,100.59,2.49
2024,4,9,19,0,0,33.19,98.32,100.67,2.47
2024,4,9,20,0,0,32.04,98.38,100.75,2.72
2024,4,9,21,0,0,30.92,98.41,100.78,3.07
2024,4,9,22,0,0,30.18,98.37,100.75,3.3
2024,4,9,23,0,0,29.24,98.32,100.71,3.62
2024,4,10,0,0,0,28.37,98.27,100.66,3.8
2024,4,10,1,0,0,27.51,98.23,100.63,3.95
2024,4,10,2,0,0,27,98.23,100.63,3.73
2024,4,10,3,0,0,26.65,98.24,100.65,2.84
2024,4,10,4,0,0,26.58,98.28,100.69,1.87
2024,4,10,5,0,0,26.84,98.33,100.74,0.77
2024,4,10,6,63.65,13.15,26.9,98.39,100.79,0.67
2024,4,10,7,212.77,101.23,28.25,98.45,100.85,1.54
2024,4,10,8,423.35,270.25,30.22,98.52,100.9,1.74
2024,4,10,9,609.22,351.64,33.91,98.53,100.88,1.64
2024,4,10,10,786.28,464.54,37.73,98.5,100.83,1.28
2024,4,10,11,902.35,576.91,39.39,98.44,100.75,0.93
2024,4,10,12,860.42,510.36,40.36,98.36,100.66,0.77
2024,4,10,13,762.5,469.52,40.77,98.26,100.56,0.79
2024,4,10,14,583.12,271.58,40.7,98.18,100.47,0.75
2024,4,10,15,355.2,131.17,40.15,98.12,100.41,0.82
2024,4,10,16,209.2,64.66,39.23,98.1,100.4,1.05
2024,4,10,17,82.47,16.94,37.28,98.12,100.43,1.16
2024,4,10,18,4.5,0,34.54,98.18,100.52,1.39
2024,4,10,19,0,0,33.53,98.29,100.64,1.09
2024,4,10,20,0,0,32.9,98.38,100.74,0.84
2024,4,10,21,0,0,30.59,98.42,100.79,2.11
2024,4,10,22,0,0,28.37,98.42,100.82,2.94
2024,4,10,23,0,0,26.81,98.41,100.82,3.41
2024,4,11,0,0,0,25.91,98.39,100.8,3.91
2024,4,11,1,0,0,25.3,98.37,100.79,4.42
2024,4,11,2,0,0,24.75,98.36,100.78,4.69
2024,4,11,3,0,0,23.99,98.39,100.82,4.84
2024,4,11,4,0,0,23.48,98.44,100.88,5.07
2024,4,11,5,0,0,23.1,98.51,100.95,5.33
2024,4,11,6,72.15,40.15,24.46,98.58,101.01,5.21
2024,4,11,7,255.05,249.7,27.42,98.62,101.03,4.49
2024,4,11,8,479.8,441.22,31.71,98.66,101.03,4.28
2024,4,11,9,674.12,539.63,35.15,98.67,101.01,3.51
2024,4,11,10,804.03,572.55,38.09,98.63,100.95,2.68
2024,4,11,11,868.62,595.05,39.9,98.56,100.87,2.08
2024,4,11,12,883.53,611.68,40.89,98.46,100.76,1.72
2024,4,11,13,808.22,490.7,41.29,98.35,100.64,1.52
2024,4,11,14,577.67,352.93,41.12,98.25,100.54,1.29
2024,4,11,15,425.25,269.44,40.55,98.2,100.49,1.01
2024,4,11,16,231.7,142.31,39.61,98.18,100.48,0.81
2024,4,11,17,85.47,40.9,38.09,98.22,100.53,0.79
2024,4,11,18,4.65,0,36,98.29,100.62,1.07
2024,4,11,19,0,0,34.39,98.38,100.72,1.86
2024,4,11,20,0,0,32.57,98.45,100.81,3.25
2024,4,11,21,0,0,31.41,98.5,100.87,4.63
2024,4,11,22,0,0,30.83,98.52,100.9,5.64
2024,4,11,23,0,0,30.3,98.49,100.87,6.09
2024,4,12,0,0,0,29.52,98.45,100.84,5.82
2024,4,12,1,0,0,28.59,98.41,100.8,5.25
2024,4,12,2,0,0,27.69,98.37,100.77,4.6
2024,4,12,3,0,0,27.05,98.36,100.76,4.65
2024,4,12,4,0,0,26.69,98.39,100.79,5.28
2024,4,12,5,0,0,26.38,98.43,100.84,5.69
2024,4,12,6,63.15,38.09,27.23,98.5,100.91,5.32
2024,4,12,7,229.48,221.77,29.97,98.58,100.96,5
2024,4,12,8,463.9,402.03,33.36,98.62,100.98,5.31
2024,4,12,9,642.1,434.3,35.73,98.63,100.97,4.6
2024,4,12,10,781.28,483.2,37.55,98.57,100.9,4.03
2024,4,12,11,870.33,563.95,38.83,98.48,100.79,3.53
2024,4,12,12,892.22,558.25,39.43,98.38,100.69,2.97
2024,4,12,13,821.5,559.8,39.53,98.27,100.57,2.46
2024,4,12,14,707.28,546.24,39.91,98.16,100.46,1.95
2024,4,12,15,505.45,443.14,39.57,98.1,100.39,1.68
2024,4,12,16,284.85,266.75,38.44,98.07,100.38,1.56
2024,4,12,17,100.45,73.98,37.01,98.12,100.44,1.44
2024,4,12,18,5.25,0,34.98,98.2,100.54,1.47
2024,4,12,19,0,0,33.99,98.3,100.65,1.48
2024,4,12,20,0,0,33.11,98.39,100.74,1.43
2024,4,12,21,0,0,32.2,98.42,100.78,1.45
2024,4,12,22,0,0,31.27,98.4,100.77,2.13
2024,4,12,23,0,0,30.09,98.35,100.73,3.17
2024,4,13,0,0,0,28.93,98.29,100.68,3.78
2024,4,13,1,0,0,27.97,98.24,100.63,3.64
2024,4,13,2,0,0,27.15,98.21,100.61,3.3
2024,4,13,3,0,0,26.59,98.23,100.63,2.96
2024,4,13,4,0,0,26.35,98.3,100.71,2.36
2024,4,13,5,0,0,25.99,98.38,100.79,2.32
2024,4,13,6,62.33,5.34,27.27,98.44,100.84,2.69
2024,4,13,7,185.05,20.64,29.29,98.51,100.9,2.61
2024,4,13,8,342.48,70.69,32.49,98.56,100.92,2.43
2024,4,13,9,587.8,356.04,35.5,98.57,100.91,2.18
2024,4,13,10,669.45,302.66,37.25,98.5,100.83,2.48
2024,4,13,11,884.58,559.24,38.46,98.4,100.72,2.86
2024,4,13,12,752.08,276.35,38.99,98.28,100.59,3.28
2024,4,13,13,484.83,37.69,39.1,98.16,100.47,3.52
2024,4,13,14,424.85,197.97,38.55,98.08,100.39,3.9
2024,4,13,15,354.38,229.87,37.23,98.1,100.42,4.51
2024,4,13,16,201.5,139.93,35.68,98.17,100.5,4.84
2024,4,13,17,71.65,31.3,34.28,98.24,100.58,4.67
2024,4,13,18,3.75,0,32.78,98.32,100.68,4.22
2024,4,13,19,0,0,31.75,98.39,100.75,3.5
2024,4,13,20,0,0,30.85,98.43,100.81,3.31
2024,4,13,21,0,0,30.12,98.47,100.86,3.75
2024,4,13,22,0,0,29.21,98.49,100.88,4.33
2024,4,13,23,0,0,28.25,98.47,100.87,4.61
2024,4,14,0,0,0,27.49,98.44,100.84,4.55
2024,4,14,1,0,0,27.06,98.4,100.8,4.36
2024,4,14,2,0,0,26.62,98.38,100.79,3.82
2024,4,14,3,0,0,26.13,98.39,100.8,3.25
2024,4,14,4,0,0,25.82,98.43,100.84,2.89
2024,4,14,5,0,0,25.61,98.48,100.9,2.94
2024,4,14,6,55.53,4.44,26.44,98.58,100.99,3.15
2024,4,14,7,162.32,42.45,28.24,98.69,101.09,2.65
2024,4,14,8,335.17,125.67,30.2,98.73,101.12,2.71
2024,4,14,9,605.15,302.07,31.54,98.75,101.13,3
2024,4,14,10,764.2,391.69,33.85,98.75,101.11,3.22
2024,4,14,11,786.35,332.1,35.71,98.69,101.04,3.44
2024,4,14,12,828.88,400.81,36.65,98.61,100.94,3.75
2024,4,14,13,745.22,285.97,36.69,98.52,100.85,4.1
2024,4,14,14,556.55,127.8,36.18,98.46,100.79,4.47
2024,4,14,15,358.2,52.73,35.25,98.42,100.76,4.6
2024,4,14,16,201.3,32.87,34.49,98.43,100.77,4.34
2024,4,14,17,82.65,8.45,33.58,98.5,100.85,4.2
2024,4,14,18,5.65,0,31.98,98.58,100.95,4.36
2024,4,14,19,0,0,30.97,98.7,101.08,4.77
2024,4,14,20,0,0,29.76,98.83,101.22,4.47
2024,4,14,21,0,0,28.9,98.89,101.29,3.27
2024,4,14,22,0,0,28.36,98.89,101.3,2.2
2024,4,14,23,0,0,27.82,98.84,101.25,1.89
2024,4,15,0,0,0,27.1,98.76,101.17,2.11
2024,4,15,1,0,0,26.62,98.71,101.12,2.1
2024,4,15,2,0,0,26.23,98.65,101.06,2.48
2024,4,15,3,0,0,25.83,98.64,101.06,2.27
2024,4,15,4,0,0,25.57,98.73,101.15,1.17
2024,4,15,5,0,0,25.45,98.81,101.24,1.07
2024,4,15,6,57.15,1.51,25.74,98.88,101.31,0.99
2024,4,15,7,175.62,16.96,26.77,98.93,101.35,0.38
2024,4,15,8,336.85,67.36,28.45,98.97,101.38,1.13
2024,4,15,9,511.42,148.55,30.21,98.97,101.37,2.2
2024,4,15,10,514.83,54.58,31.85,98.93,101.31,2.76
2024,4,15,11,767.97,355.19,33.64,98.86,101.22,3.52
2024,4,15,12,771.9,430.94,34.15,98.78,101.13,4.26
2024,4,15,13,769.38,469.78,34.26,98.69,101.04,4.95
2024,4,15,14,639.85,304.24,33.99,98.62,100.98,4.91
2024,4,15,15,370.5,53.13,34.07,98.6,100.95,4.91
2024,4,15,16,229.25,31.69,33.87,98.61,100.96,4.88
2024,4,15,17,96.22,23.08,32.66,98.61,100.98,4.09
2024,4,15,18,5.82,0,30.06,98.62,101,3.09
2024,4,15,19,0,0,28.92,98.65,101.05,2.8
2024,4,15,20,0,0,28.12,98.75,101.15,3.58
2024,4,15,21,0,0,27.72,98.79,101.19,3.72
2024,4,15,22,0,0,27.2,98.8,101.21,3.92
2024,4,15,23,0,0,26.6,98.79,101.21,3.99
2024,4,16,0,0,0,25.75,98.77,101.19,3.65
2024,4,16,1,0,0,25.27,98.73,101.16,3.5
2024,4,16,2,0,0,24.57,98.7,101.13,3.46
2024,4,16,3,0,0,24.34,98.65,101.08,2.78
2024,4,16,4,0,0,24.11,98.67,101.11,2.76
2024,4,16,5,0,0,23.58,98.7,101.14,2.58
2024,4,16,6,83.3,34.37,24.74,98.75,101.18,2.15
2024,4,16,7,220.48,89.3,27.35,98.81,101.22,2.18
2024,4,16,8,393.83,193.69,30.01,98.88,101.27,2.86
2024,4,16,9,597.62,390.36,31.23,98.9,101.28,2.86
2024,4,16,10,843.08,614.84,33.02,98.89,101.26,2.91
2024,4,16,11,934.5,653.34,34.91,98.83,101.18,3.02
2024,4,16,12,985.78,911.11,36.43,98.74,101.08,3.28
2024,4,16,13,907.45,807.16,37.21,98.64,100.97,3.59
2024,4,16,14,759.7,698.34,37.35,98.56,100.88,3.71
2024,4,16,15,580.03,658.67,37.13,98.52,100.85,3.6
2024,4,16,16,344.92,450.89,36.33,98.53,100.86,3.53
2024,4,16,17,124.7,187.3,34.83,98.54,100.89,3.53
2024,4,16,18,6.38,1.11,32.22,98.58,100.95,4.14
2024,4,16,19,0,0,31.29,98.63,101,5.12
2024,4,16,20,0,0,30.62,98.66,101.04,5.43
2024,4,16,21,0,0,29.75,98.68,101.06,5.38
2024,4,16,22,0,0,28.41,98.68,101.08,5.26
2024,4,16,23,0,0,27.38,98.66,101.07,5.04
2024,4,17,0,0,0,26.47,98.62,101.03,4.63
2024,4,17,1,0,0,25.77,98.55,100.97,4.39
2024,4,17,2,0,0,25.11,98.5,100.92,4.18
2024,4,17,3,0,0,24.61,98.47,100.9,3.62
2024,4,17,4,0,0,24.29,98.49,100.92,3.12
2024,4,17,5,0,0,23.92,98.54,100.97,2.86
2024,4,17,6,91.25,52.65,25.48,98.6,101.02,2.74
2024,4,17,7,268.3,213.27,26.93,98.68,101.09,2.07
2024,4,17,8,481.15,347.67,29.14,98.72,101.12,1.9
2024,4,17,9,657.53,410.1,32.63,98.73,101.1,1.45
2024,4,17,10,701.33,360.48,34.77,98.72,101.07,1.03
2024,4,17,11,905.4,551.76,36.66,98.66,101,1.74
2024,4,17,12,930.72,643.67,37.94,98.55,100.88,2.04
2024,4,17,13,783.72,384.9,38.95,98.43,100.74,2.13
2024,4,17,14,634.17,344.34,39.38,98.3,100.61,2.27
2024,4,17,15,417.7,74.2,39.11,98.25,100.55,2.58
2024,4,17,16,256.48,11.8,38.29,98.25,100.56,2.88
2024,4,17,17,109.72,20.76,36.87,98.28,100.6,2.95
2024,4,17,18,6.28,0,32.92,98.33,100.68,3.19
2024,4,17,19,0,0,31.34,98.38,100.75,3.52
2024,4,17,20,0,0,30.69,98.44,100.81,3.72
2024,4,17,21,0,0,30.18,98.46,100.84,3.71
2024,4,17,22,0,0,29.44,98.46,100.84,3.53
2024,4,17,23,0,0,28.35,98.44,100.83,3.34
2024,4,18,0,0,0,27.49,98.41,100.81,3.19
2024,4,18,1,0,0,26.84,98.38,100.79,3.26
2024,4,18,2,0,0,26.19,98.34,100.75,3.13
2024,4,18,3,0,0,25.66,98.33,100.74,2.77
2024,4,18,4,0,0,25.3,98.35,100.77,2.26
2024,4,18,5,0,0,25.08,98.37,100.78,2.19
2024,4,18,6,98.62,105.79,26.42,98.41,100.82,2.29
2024,4,18,7,294.48,346.94,28.86,98.46,100.85,1.99
2024,4,18,8,534.92,568.76,33.17,98.49,100.85,2.14
2024,4,18,9,640.08,517.16,35.87,98.48,100.81,3.13
2024,4,18,10,688.85,444.87,36.46,98.48,100.81,4.18
2024,4,18,11,763.62,557.44,37.09,98.43,100.75,4.8
2024,4,18,12,870.6,579.61,37.98,98.35,100.67,5.23
2024,4,18,13,560.22,61.69,38.09,98.25,100.57,5.38
2024,4,18,14,280.2,1.39,38.34,98.17,100.48,5.53
2024,4,18,15,145.98,0,38.13,98.11,100.42,5.87
2024,4,18,16,16.1,0.31,37.27,98.1,100.42,6.34
2024,4,18,17,14.55,2.66,36,98.13,100.46,6.53
2024,4,18,18,1.85,0,33.67,98.16,100.5,5.98
2024,4,18,19,0,0,32.07,98.19,100.54,5.54
2024,4,18,20,0,0,31.22,98.22,100.59,5.37
2024,4,18,21,0,0,30.05,98.25,100.62,5.19
2024,4,18,22,0,0,28.88,98.26,100.65,5.06
2024,4,18,23,0,0,28.38,98.25,100.64,4.66
2024,4,19,0,0,0,28.13,98.2,100.59,4.05
2024,4,19,1,0,0,27.7,98.17,100.56,4.18
2024,4,19,2,0,0,26.82,98.14,100.54,4.37
2024,4,19,3,0,0,25.78,98.11,100.51,4.32
2024,4,19,4,0,0,25.27,98.09,100.5,4.14
2024,4,19,5,0,0,24.9,98.11,100.52,4.25
2024,4,19,6,87.8,37.64,25.87,98.16,100.57,4.39
2024,4,19,7,269.17,221.76,27.54,98.22,100.61,5.2
2024,4,19,8,518.08,444.3,29.5,98.27,100.65,5.67
2024,4,19,9,720.72,545.7,31.8,98.28,100.64,6.2
2024,4,19,10,869.38,607.76,33.98,98.24,100.58,6.95
2024,4,19,11,948.25,642.89,35.8,98.16,100.49,7.71
2024,4,19,12,1002.72,868.47,37,98.06,100.37,8.29
2024,4,19,13,933.4,813.5,37.63,97.95,100.26,8.69
2024,4,19,14,762.33,633.91,37.69,97.87,100.18,8.88
2024,4,19,15,546.47,443.19,37.19,97.82,100.13,8.94
2024,4,19,16,313.8,241.23,36.16,97.81,100.12,8.85
2024,4,19,17,114.03,71.65,34.67,97.83,100.16,8.43
2024,4,19,18,7.18,0,32.24,97.88,100.23,7.55
2024,4,19,19,0,0,30.33,97.96,100.32,7.03
2024,4,19,20,0,0,29.13,98.04,100.42,6.77
2024,4,19,21,0,0,28.14,98.09,100.48,6.52
2024,4,19,22,0,0,27.22,98.12,100.51,6.28
2024,4,19,23,0,0,26.35,98.12,100.52,6.12
2024,4,20,0,0,0,25.54,98.1,100.51,5.99
2024,4,20,1,0,0,24.8,98.08,100.49,6.01
2024,4,20,2,0,0,24.14,98.06,100.48,5.96
2024,4,20,3,0,0,23.37,98.07,100.5,5.66
2024,4,20,4,0,0,22.57,98.11,100.55,5.21
2024,4,20,5,2.65,0,21.94,98.18,100.62,4.72
2024,4,20,6,92.07,106.96,23.17,98.26,100.7,3.85
2024,4,20,7,305.25,365.84,25.4,98.34,100.75,3.4
2024,4,20,8,551.33,554.31,27.78,98.4,100.79,2.96
2024,4,20,9,740.78,600.22,30.04,98.42,100.8,2.65
2024,4,20,10,819.53,490.97,31.83,98.38,100.75,2.7
2024,4,20,11,916.47,550.63,33.08,98.31,100.66,3.03
2024,4,20,12,952.88,611.13,33.98,98.24,100.58,3.45
2024,4,20,13,853.45,507.43,34.53,98.15,100.48,3.71
2024,4,20,14,678.65,357.12,34.56,98.08,100.41,3.81
2024,4,20,15,491.85,299.86,34.05,98.03,100.37,3.75
2024,4,20,16,297,121.95,33.33,98.04,100.38,3.64
2024,4,20,17,117.03,54.31,32.38,98.06,100.41,3.45
2024,4,20,18,7.78,0,29.65,98.11,100.48,3.32
2024,4,20,19,0,0,28.18,98.16,100.55,3.32
2024,4,20,20,0,0,27.63,98.2,100.6,3.45
2024,4,20,21,0,0,27.11,98.23,100.63,3.68
2024,4,20,22,0,0,26.7,98.24,100.64,3.94
2024,4,20,23,0,0,26.31,98.24,100.64,4.18
2024,4,21,0,0,0,26.28,98.23,100.63,4.28
2024,4,21,1,0,0,26.32,98.2,100.6,4.21
2024,4,21,2,0,0,26.09,98.18,100.59,4.15
2024,4,21,3,0,0,25.54,98.17,100.58,4.04
2024,4,21,4,0,0,24.94,98.17,100.59,3.99
2024,4,21,5,3.47,0,24.3,98.19,100.61,3.84
2024,4,21,6,79.05,7.28,25.36,98.23,100.65,3.34
2024,4,21,7,209.23,34.86,27.69,98.28,100.67,2.99
2024,4,21,8,336.35,69.68,31.54,98.33,100.7,3.02
2024,4,21,9,613.05,267.33,33.91,98.36,100.71,2.87
2024,4,21,10,845.9,568.33,35.42,98.33,100.67,3.07
2024,4,21,11,854.28,381.78,36.59,98.27,100.6,3.49
2024,4,21,12,907.53,712.17,37.4,98.19,100.51,3.85
2024,4,21,13,884.3,664.49,37.88,98.09,100.4,4.18
2024,4,21,14,747.72,600.14,37.84,98.01,100.32,4.36
2024,4,21,15,577.55,629.97,37.32,97.95,100.26,4.4
2024,4,21,16,326.25,467.82,36.37,97.93,100.25,4.42
2024,4,21,17,117.78,204.66,35.01,97.95,100.28,4.36
2024,4,21,18,6.68,4.11,31.87,97.98,100.34,4.22
2024,4,21,19,0,0,30.09,98.04,100.41,4.3
2024,4,21,20,0,0,29.26,98.1,100.48,4.6
2024,4,21,21,0,0,28.66,98.14,100.53,5
2024,4,21,22,0,0,28.15,98.17,100.56,5.26
2024,4,21,23,0,0,27.62,98.17,100.56,5.3
2024,4,22,0,0,0,26.99,98.16,100.56,5.22
2024,4,22,1,0,0,26.42,98.13,100.54,5.12
2024,4,22,2,0,0,25.99,98.12,100.53,4.9
2024,4,22,3,0,0,25.52,98.12,100.53,4.63
2024,4,22,4,0,0,25,98.15,100.57,4.3
2024,4,22,5,3.72,0,24.63,98.21,100.63,3.94
2024,4,22,6,99.6,126.32,25.76,98.28,100.69,3.45
2024,4,22,7,299.38,353.3,28.37,98.37,100.76,2.98
2024,4,22,8,525.58,530,31.95,98.43,100.79,2.62
2024,4,22,9,733.6,648.86,34.45,98.45,100.79,2.29
2024,4,22,10,882.83,723.56,36,98.42,100.75,2.49
2024,4,22,11,961,775.8,37.05,98.35,100.68,2.93
2024,4,22,12,897.67,821.55,37.79,98.28,100.59,3.39
2024,4,22,13,879.9,674.95,38.19,98.19,100.5,3.77
2024,4,22,14,737.83,637.49,38.3,98.12,100.43,3.93
2024,4,22,15,567.42,639.52,37.93,98.07,100.38,3.9
